LOC;YEAR;TRIAL;SEQ;PLOT;DESIGN;GENERATION;DNAID;REP;BLOC;FL;PH;YLD;ZN;Experimental_Group
PAL;2017;PA17B;0854;GSCT17B0854;PCT27:0:0:3>2440-M;S02;2440;3;B;77;139;704.9302326;13.8;PCT27
PAL;2017;PA17B;0855;GSCT17B0855;PCT27:0:0:3>1781-M;S02;1781;3;B;88;125.6;754.4656977;11.8;PCT27
PAL;2017;PA17B;0856;GSCT17B0856;PCT27:0:0:3>1455-M;S02;1455;3;B;88;131.8;804.0228488;11.5;PCT27
PAL;2017;PA17B;0857;GSCT17B0857;PCT27:0:0:3>1569-M;S02;1569;3;B;92;126.8;635.5124419;12.9;PCT27
PAL;2017;PA17B;0858;GSCT17B0858;PCT27:0:0:3>1402-M;S02;1402;3;B;90;139.8;653.0838256;12.3;PCT27
PAL;2017;PA17B;0859;GSCT17B0859;PCT27:0:0:3>1012-M;S02;1012;3;B;90;138;985.3146395;11.5;PCT27
PAL;2017;PA17B;0860;GSCT17B0860;PCT27:0:0:3>2019-M;S02;2019;3;B;90;118;972.7058605;10.4;PCT27
PAL;2017;PA17B;0861;GSCT17B0861;PCT27:0:0:3>1270-M;S02;1270;3;B;88;139.6;779.433;14.2;PCT27
PAL;2017;PA17B;0862;GSCT17B0862;PCT27:0:0:3>1173-M;S02;1173;3;B;87;136.8;686.3201163;11.8;PCT27
PAL;2017;PA17B;0863;GSCT17B0863;L23;LINE;L23;3;B;76;108;220.9560698;11.1;SC
PAL;2017;PA17B;0864;GSCT17B0864;PCT27:0:0:3>1317-M;S02;1317;3;B;76;106.8;941.3441395;18.7;PCT27
PAL;2017;PA17B;0865;GSCT17B0865;PCT27:0:0:3>1847-M;S02;1847;3;B;90;151.8;643.8277674;15.3;PCT27
PAL;2017;PA17B;0866;GSCT17B0866;PCT27:0:0:3>2539-M;S02;2539;3;B;90;151.2;798.5427674;15.8;PCT27
PAL;2017;PA17B;0867;GSCT17B0867;PCT27:0:0:3>2072-M;S02;2072;3;B;88;137.4;613.4513488;14.2;PCT27
PAL;2017;PA17B;0868;GSCT17B0868;PCT27:0:0:3>2189-M;S02;2189;3;B;85;126.6;863.8769419;13.5;PCT27
PAL;2017;PA17B;0869;GSCT17B0869;PCT27:0:0:3>2113-M;S02;2113;3;B;90;127;333.1513023;14.9;PCT27
PAL;2017;PA17B;0870;GSCT17B0870;PCT27:0:0:3>2369-M;S02;2369;3;B;89;130.6;416.5632209;13.6;PCT27
PAL;2017;PA17B;0871;GSCT17B0871;PCT27:0:0:3>1362-M;S02;1362;3;B;89;127.4;333.1004651;13;PCT27
PAL;2017;PA17B;0872;GSCT17B0872;PCT27:0:0:3>1128-M;S02;1128;3;B;88;125;424.8870698;13.2;TC
PAL;2017;PA17B;0873;GSCT17B0873;PCT27:0:0:3>2313-M;S02;2313;3;B;88;151.8;660.0496744;12.5;PCT27
PAL;2017;PA17B;0874;GSCT17B0874;PCT27:0:0:3>1675-M;S02;1675;3;B;88;119.8;463.4853721;13.7;PCT27
PAL;2017;PA17B;0875;GSCT17B0875;PCT27:0:0:3>1520-M;S02;1520;3;B;87;117.8;512.956186;16.6;PCT27
PAL;2017;PA17B;0876;GSCT17B0876;PCT27:0:0:3>1597-M;S02;1597;3;B;90;123;657.9541744;15.6;PCT27
PAL;2017;PA17B;0877;GSCT17B0877;PCT27:0:0:3>2212-M;S02;2212;3;B;89;129.6;528.2351279;14.9;PCT27
PAL;2017;PA17B;0878;GSCT17B0878;PCT27:0:0:3>1183-M;S02;1183;3;B;87;134.8;460.8630465;13.8;TC
PAL;2017;PA17B;0879;GSCT17B0879;PCT27:0:0:3>1324-M;S02;1324;3;B;88;130;592.0100233;15.4;PCT27
PAL;2017;PA17B;0880;GSCT17B0880;PCT27:0:0:3>2269-M;S02;2269;3;B;88;128.2;843.5616279;14.6;PCT27
PAL;2017;PA17B;0881;GSCT17B0881;PCT27:0:0:3>2081-M;S02;2081;3;B;87;131.6;605.3567442;11.9;PCT27
PAL;2017;PA17B;0882;GSCT17B0882;PCT27:0:0:3>1789-M;S02;1789;3;B;87;128.2;802.5204767;13.7;PCT27
PAL;2017;PA17B;0883;GSCT17B0883;PCT27:0:0:3>1646-M;S02;1646;3;B;90;135.4;726.3750581;13.4;PCT27
PAL;2017;PA17B;0884;GSCT17B0884;PCT27:0:0:3>1190-M;S02;1190;3;B;89;134;581.5747674;12.8;PCT27
PAL;2017;PA17B;0885;GSCT17B0885;PCT27:0:0:3>1282-M;S02;1282;3;B;84;127;734.030186;13.4;PCT27
PAL;2017;PA17B;0886;GSCT17B0886;PCT27:0:0:3>1884-M;S02;1884;3;B;88;127;629.6303372;15.7;PCT27
PAL;2017;PA17B;0887;GSCT17B0887;PCT27:0:0:3>1365-M;S02;1365;3;B;84;128.2;584.2232558;14.7;PCT27
PAL;2017;PA17B;0888;GSCT17B0888;IR64;LINE;IR64;3;B;89;99.4;1219.697616;12.4;SC
PAL;2017;PA17B;0889;GSCT17B0889;PCT27:0:0:3>2122-M;S02;2122;3;B;88;119.4;841.0334884;13.2;PCT27
PAL;2017;PA17B;0890;GSCT17B0890;PCT27:0:0:3>1022-M;S02;1022;3;B;87;128.8;714.545814;13;PCT27
PAL;2017;PA17B;0891;GSCT17B0891;PCT27:0:0:3>1942-M;S02;1942;3;B;84;110.2;899.0137907;14.6;PCT27
PAL;2017;PA17B;0892;GSCT17B0892;PCT27:0:0:3>1681-M;S02;1681;3;B;84;120.8;871.4055698;15.6;PCT27
PAL;2017;PA17B;0893;GSCT17B0893;PCT27:0:0:3>2561-M;S02;2561;3;B;92;121.8;812.8833488;13.8;PCT27
PAL;2017;PA17B;0894;GSCT17B0894;PCT27:0:0:3>2453-M;S02;2453;3;B;90;120;535.1205814;13.2;PCT27
PAL;2017;PA17B;0895;GSCT17B0895;PCT27:0:0:3>1134-M;S02;1134;3;B;89;136.8;712.9011628;15;PCT27
PAL;2017;PA17B;0896;GSCT17B0896;PCT27:0:0:3>1532-M;S02;1532;3;B;88;137.2;851.4047907;16.7;PCT27
PAL;2017;PA17B;0897;GSCT17B0897;PCT27:0:0:3>1086-M;S02;1086;3;B;80;106.8;844.0748953;12.8;TC
PAL;2017;PA17B;0898;GSCT17B0898;PCT27:0:0:3>1483-M;S02;1483;3;B;84;115.6;756.2381628;13.3;PCT27
PAL;2017;PA17B;0899;GSCT17B0899;PCT27:0:0:3>1417-M;S02;1417;3;B;88;121.6;479.2827907;16;PCT27
PAL;2017;PA17B;0900;GSCT17B0900;PCT27:0:0:3>2389-M;S02;2389;3;B;88;115.2;755.4595349;20.5;PCT27
PAL;2017;PA17B;0901;GSCT17B0901;PCT27:0:0:3>1792-M;S02;1792;3;C;88;125.8;771.1453953;16.2;PCT27
PAL;2017;PA17B;0902;GSCT17B0902;PCT27:0:0:3>1420-M;S02;1420;3;C;89;127.8;618.489814;13.7;PCT27
PAL;2017;PA17B;0903;GSCT17B0903;PCT27:0:0:3>1888-M;S02;1888;3;C;90;126;575.9534884;15;PCT27
PAL;2017;PA17B;0904;GSCT17B0904;PCT27:0:0:3>1538-M;S02;1538;3;C;88;118;574.2303488;11.7;PCT27
PAL;2017;PA17B;0905;GSCT17B0905;PCT27:0:0:3>2276-M;S02;2276;3;C;88;123;515.1349419;13.4;PCT27
PAL;2017;PA17B;0906;GSCT17B0906;PCT27:0:0:3>1653-M;S02;1653;3;C;87;120.2;666.6870233;18.3;PCT27
PAL;2017;PA17B;0907;GSCT17B0907;PCT27:0:0:3>1199-M;S02;1199;3;C;88;122.4;803.6663372;13.8;PCT27
PAL;2017;PA17B;0908;GSCT17B0908;PCT27:0:0:3>1283-M;S02;1283;3;C;88;121.2;612.164093;16.1;PCT27
PAL;2017;PA17B;0909;GSCT17B0909;PCT27:0:0:3>1230-M;S02;1230;3;C;90;124.2;514.5835814;13.1;PCT27
PAL;2017;PA17B;0910;GSCT17B0910;PCT27:0:0:3>1954-M;S02;1954;3;C;89;125.2;683.4175465;15;PCT27
PAL;2017;PA17B;0911;GSCT17B0911;PCT27:0:0:3>2403-M;S02;2403;3;C;90;118;568.0316744;14.1;PCT27
PAL;2017;PA17B;0912;GSCT17B0912;PCT27:0:0:3>1684-M;S02;1684;3;C;90;120.2;869.8624884;15.3;PCT27
PAL;2017;PA17B;0913;GSCT17B0913;L23;LINE;L23;3;C;76;105.6;371.4367442;10.9;SC
PAL;2017;PA17B;0914;GSCT17B0914;PCT27:0:0:3>2461-M;S02;2461;3;C;88;125;842.3792442;13.5;PCT27
PAL;2017;PA17B;0915;GSCT17B0915;PCT27:0:0:3>2565-M;S02;2565;3;C;95;119.6;785.4069767;13.8;PCT27
PAL;2017;PA17B;0916;GSCT17B0916;PCT27:0:0:3>1603-M;S02;1603;3;C;90;120.6;599.8269767;13.8;PCT27
PAL;2017;PA17B;0917;GSCT17B0917;PCT27:0:0:3>1369-M;S02;1369;3;C;90;125;945.2885581;12.2;PCT27
PAL;2017;PA17B;0918;GSCT17B0918;PCT27:0:0:3>1138-M;S02;1138;3;C;87;127.8;586.8226977;13.6;PCT27
PAL;2017;PA17B;0919;GSCT17B0919;PCT27:0:0:3>2129-M;S02;2129;3;C;90;127.8;810.7114535;14.4;PCT27
PAL;2017;PA17B;0920;GSCT17B0920;PCT27:0:0:3>1427-M;S02;1427;3;C;87;120;741.3240698;12.8;PCT27
PAL;2017;PA17B;0921;GSCT17B0921;PCT27:0:0:3>1031-M;S02;1031;3;C;90;120.8;885.2168605;11.6;PCT27
PAL;2017;PA17B;0922;GSCT17B0922;PCT27:0:0:3>1091-M;S02;1091;3;C;85;124.4;833.8423256;13.5;PCT27
PAL;2017;PA17B;0923;GSCT17B0923;PCT27:0:0:3>2084-M;S02;2084;3;C;88;120;877.7979651;14.4;PCT27
PAL;2017;PA17B;0924;GSCT17B0924;PCT27:0:0:3>2238-M;S02;2238;3;C;88;115.6;710.9227674;10.9;PCT27
PAL;2017;PA17B;0925;GSCT17B0925;PCT27:0:0:3>1145-M;S02;1145;3;C;89;107.6;732.8936512;17.1;TC
PAL;2017;PA17B;0926;GSCT17B0926;PCT27:0:0:3>1908-M;S02;1908;3;C;80;113;1089.70143;13.4;PCT27
PAL;2017;PA17B;0927;GSCT17B0927;PCT27:0:0:3>1204-M;S02;1204;3;C;85;118.2;978.6917791;11;PCT27
PAL;2017;PA17B;0928;GSCT17B0928;PCT27:0:0:3>1711-M;S02;1711;3;C;74;107;773.352814;11.4;PCT27
PAL;2017;PA17B;0929;GSCT17B0929;PCT27:0:0:3>1437-M;S02;1437;3;C;87;114;857.3564186;12;PCT27
PAL;2017;PA17B;0930;GSCT17B0930;PCT27:0:0:3>2147-M;S02;2147;3;C;87;123.8;712.7322907;14;PCT27
PAL;2017;PA17B;0931;GSCT17B0931;PCT27:0:0:3>2481-M;S02;2481;3;C;88;125.6;601.6669302;14.5;PCT27
PAL;2017;PA17B;0932;GSCT17B0932;PCT27:0:0:3>2250-M;S02;2250;3;C;77;121;882.6651628;14.7;PCT27
PAL;2017;PA17B;0933;GSCT17B0933;PCT27:0:0:3>1044-M;S02;1044;3;C;88;139.2;1033.537791;12.2;TC
PAL;2017;PA17B;0934;GSCT17B0934;PCT27:0:0:3>1110-M;S02;1110;3;C;80;122.4;368.9689535;12.9;TC
PAL;2017;PA17B;0935;GSCT17B0935;PCT27:0:0:3>1806-M;S02;1806;3;C;90;133.6;730.9454651;12.9;PCT27
PAL;2017;PA17B;0936;GSCT17B0936;PCT27:0:0:3>1384-M;S02;1384;3;C;89;133.4;689.377907;14.1;PCT27
PAL;2017;PA17B;0937;GSCT17B0937;PCT27:0:0:3>2053-M;S02;2053;3;C;87;129.2;816.4727442;10.2;PCT27
PAL;2017;PA17B;0938;GSCT17B0938;IR64;LINE;IR64;3;C;88;97;1405.371721;11.9;SC
PAL;2017;PA17B;0939;GSCT17B0939;PCT27:0:0:3>1509-M;S02;1509;3;C;89;113.2;780.964186;12.6;PCT27
PAL;2017;PA17B;0940;GSCT17B0940;PCT27:0:0:3>1246-M;S02;1246;3;C;87;122.2;785.9997558;13.6;PCT27
PAL;2017;PA17B;0941;GSCT17B0941;PCT27:0:0:3>1297-M;S02;1297;3;C;88;111.2;735.4247093;14.5;PCT27
PAL;2017;PA17B;0942;GSCT17B0942;PCT27:0:0:3>2293-M;S02;2293;3;C;85;123;854.5862791;11.1;PCT27
PAL;2017;PA17B;0943;GSCT17B0943;PCT27:0:0:3>1333-M;S02;1333;3;C;88;117.2;931.8131163;16.1;TC
PAL;2017;PA17B;0944;GSCT17B0944;PCT27:0:0:3>1668-M;S02;1668;3;C;90;121.6;1042.591791;12;PCT27
PAL;2017;PA17B;0945;GSCT17B0945;PCT27:0:0:3>2575-M;S02;2575;3;C;89;116.2;721.2129302;11.3;PCT27
PAL;2017;PA17B;0946;GSCT17B0946;PCT27:0:0:3>1971-M;S02;1971;3;C;88;140.8;542.4532326;15.3;PCT27
PAL;2017;PA17B;0947;GSCT17B0947;PCT27:0:0:3>1617-M;S02;1617;3;C;88;144.4;720.9174419;11.4;PCT27
PAL;2017;PA17B;0948;GSCT17B0948;PCT27:0:0:3>1052-M;S02;1052;3;C;87;142.2;621.1033256;13.1;PCT27
PAL;2017;PA17B;0949;GSCT17B0949;PCT27:0:0:3>2329-M;S02;2329;3;C;89;147.2;780.0278605;15.5;PCT27
PAL;2017;PA17B;0950;GSCT17B0950;PCT27:0:0:3>1152-M;S02;1152;3;C;89;142.4;593.9290116;9.9;PCT27
PAL;2017;PA17B;0951;GSCT17B0951;PCT27:0:0:3>1137-M;S02;1137;3;D;85;139;692.3807674;13.8;PCT27
PAL;2017;PA17B;0952;GSCT17B0952;PCT27:0:0:3>1790-M;S02;1790;3;D;na;112;796.59;12.8;PCT27
PAL;2017;PA17B;0953;GSCT17B0953;PCT27:0:0:3>2123-M;S02;2123;3;D;87;112.2;723.0697209;14.9;PCT27
PAL;2017;PA17B;0954;GSCT17B0954;PCT27:0:0:3>1418-M;S02;1418;3;D;87;119;785.2892442;12.9;PCT27
PAL;2017;PA17B;0955;GSCT17B0955;PCT27:0:0:3>1652-M;S02;1652;3;D;89;117.4;711.839186;12.6;PCT27
PAL;2017;PA17B;0956;GSCT17B0956;PCT27:0:0:3>1144-M;S02;1144;3;D;90;117;775.0173488;14.4;PCT27
PAL;2017;PA17B;0957;GSCT17B0957;PCT27:0:0:3>1489-M;S02;1489;3;D;90;113;721.947593;12.2;PCT27
PAL;2017;PA17B;0958;GSCT17B0958;PCT27:0:0:3>2082-M;S02;2082;3;D;89;115.2;884.9040698;14.3;PCT27
PAL;2017;PA17B;0959;GSCT17B0959;PCT27:0:0:3>1331-M;S02;1331;3;D;88;120;759.6617442;14.5;PCT27
PAL;2017;PA17B;0960;GSCT17B0960;PCT27:0:0:3>2563-M;S02;2563;3;D;90;121.4;760.6882442;13.2;PCT27
PAL;2017;PA17B;0961;GSCT17B0961;PCT27:0:0:3>1887-M;S02;1887;3;D;89;121;1042.728791;12;PCT27
PAL;2017;PA17B;0962;GSCT17B0962;PCT27:0:0:3>1023-M;S02;1023;3;D;87;126.2;973.7249302;12.9;PCT27
PAL;2017;PA17B;0963;GSCT17B0963;L23;LINE;L23;3;D;85;108.8;476.080186;13;SC
PAL;2017;PA17B;0964;GSCT17B0964;PCT27:0:0:3>1228-M;S02;1228;3;D;88;109.6;838.623686;14.2;TC
PAL;2017;PA17B;0965;GSCT17B0965;PCT27:0:0:3>1191-M;S02;1191;3;D;85;115.6;735.2024884;11.1;PCT27
PAL;2017;PA17B;0966;GSCT17B0966;PCT27:0:0:3>2273-M;S02;2273;3;D;88;128.8;1033.57;12.2;PCT27
PAL;2017;PA17B;0967;GSCT17B0967;PCT27:0:0:3>1087-M;S02;1087;3;D;85;150.2;794.0267442;15.4;TC
PAL;2017;PA17B;0968;GSCT17B0968;PCT27:0:0:3>2216-M;S02;2216;3;D;87;116.4;553.0569767;9.3;PCT27
PAL;2017;PA17B;0969;GSCT17B0969;PCT27:0:0:3>2458-M;S02;2458;3;D;88;126;800.8035814;16;PCT27
PAL;2017;PA17B;0970;GSCT17B0970;PCT27:0:0:3>2392-M;S02;2392;3;D;87;127.8;891.9766395;13.9;PCT27
PAL;2017;PA17B;0971;GSCT17B0971;PCT27:0:0:3>1683-M;S02;1683;3;D;76;128.8;995.7975814;12.1;TC
PAL;2017;PA17B;0972;GSCT17B0972;PCT27:0:0:3>1366-M;S02;1366;3;D;85;125.4;550.480186;14.9;PCT27
PAL;2017;PA17B;0973;GSCT17B0973;PCT27:0:0:3>1945-M;S02;1945;3;D;90;132.6;654.4102326;16.7;PCT27
PAL;2017;PA17B;0974;GSCT17B0974;PCT27:0:0:3>1602-M;S02;1602;3;D;92;127.8;644.1306279;13.5;PCT27
PAL;2017;PA17B;0975;GSCT17B0975;PCT27:0:0:3>1534-M;S02;1534;3;D;90;127;679.0429535;12.7;PCT27
PAL;2017;PA17B;0976;GSCT17B0976;PCT27:0:0:3>2098-M;S02;2098;3;D;87;131.8;750.05;13.7;PCT27
PAL;2017;PA17B;0977;GSCT17B0977;PCT27:0:0:3>1832-M;S02;1832;3;D;85;118.2;688.0762674;11.5;PCT27
PAL;2017;PA17B;0978;GSCT17B0978;PCT27:0:0:3>1213-M;S02;1213;3;D;87;117;668.9468372;12.4;PCT27
PAL;2017;PA17B;0979;GSCT17B0979;PCT27:0:0:3>1120-M;S02;1120;3;D;89;130;703.6275349;15.7;PCT27
PAL;2017;PA17B;0980;GSCT17B0980;PCT27:0:0:3>2063-M;S02;2063;3;D;87;125.8;819.3106512;13.8;PCT27
PAL;2017;PA17B;0981;GSCT17B0981;PCT27:0:0:3>1167-M;S02;1167;3;D;87;116;824.6316279;12.8;PCT27
PAL;2017;PA17B;0982;GSCT17B0982;PCT27:0:0:3>1560-M;S02;1560;3;D;88;115.4;730.2242442;15.3;PCT27
PAL;2017;PA17B;0983;GSCT17B0983;PCT27:0:0:3>1621-M;S02;1621;3;D;89;117.2;719.0479302;9.6;PCT27
PAL;2017;PA17B;0984;GSCT17B0984;PCT27:0:0:3>2355-M;S02;2355;3;D;93;125.8;559.7052326;13;PCT27
PAL;2017;PA17B;0985;GSCT17B0985;PCT27:0:0:3>1928-M;S02;1928;3;D;87;137.4;744.7175581;12.7;PCT27
PAL;2017;PA17B;0986;GSCT17B0986;PCT27:0:0:3>1391-M;S02;1391;3;D;89;133;689.8526279;10.6;PCT27
PAL;2017;PA17B;0987;GSCT17B0987;PCT27:0:0:3>1448-M;S02;1448;3;D;90;135.4;589.990186;15.6;PCT27
PAL;2017;PA17B;0988;GSCT17B0988;IR64;LINE;IR64;3;D;89;99;1160.902535;12.9;SC
PAL;2017;PA17B;0989;GSCT17B0989;PCT27:0:0:3>2176-M;S02;2176;3;D;88;131;569.0205581;13.3;PCT27
PAL;2017;PA17B;0990;GSCT17B0990;PCT27:0:0:3>2485-M;S02;2485;3;D;90;131;555.2951628;10.9;PCT27
PAL;2017;PA17B;0991;GSCT17B0991;PCT27:0:0:3>1748-M;S02;1748;3;D;87;131;629.4018605;12.8;PCT27
PAL;2017;PA17B;0992;GSCT17B0992;PCT27:0:0:3>1067-M;S02;1067;3;D;88;133.6;479.4602558;12.5;TC
PAL;2017;PA17B;0993;GSCT17B0993;PCT27:0:0:3>2307-M;S02;2307;3;D;90;146.4;763.2775;12.6;PCT27
PAL;2017;PA17B;0994;GSCT17B0994;PCT27:0:0:3>1006-M;S02;1006;3;D;85;127;405.913814;16.2;TC
PAL;2017;PA17B;0995;GSCT17B0995;PCT27:0:0:3>2432-M;S02;2432;3;D;87;130;621.3867442;13.8;PCT27
PAL;2017;PA17B;0996;GSCT17B0996;PCT27:0:0:3>1258-M;S02;1258;3;D;88;131.2;466.3010233;16;TC
PAL;2017;PA17B;0997;GSCT17B0997;PCT27:0:0:3>1353-M;S02;1353;3;D;90;134.2;890.2437209;13.9;PCT27
PAL;2017;PA17B;0998;GSCT17B0998;PCT27:0:0:3>1312-M;S02;1312;3;D;92;149.2;599.8617907;15.1;TC
PAL;2017;PA17B;0999;GSCT17B0999;PCT27:0:0:3>1517-M;S02;1517;3;D;90;147.8;564.8433488;17;PCT27
PAL;2017;PA17B;1000;GSCT17B1000;PCT27:0:0:3>1995-M;S02;1995;3;D;95;141.6;898.4569767;19.9;PCT27
PAL;2017;PA17B;1001;GSCT17B1001;PCT27:0:0:3>2312-M;S02;2312;3;E;88;136.6;836.7278605;20.4;PCT27
PAL;2017;PA17B;1002;GSCT17B1002;PCT27:0:0:3>2361-M;S02;2361;3;E;90;141.6;893.979186;20.8;PCT27
PAL;2017;PA17B;1003;GSCT17B1003;PCT27:0:0:3>2014-M;S02;2014;3;E;90;141.4;896.6515349;16.1;PCT27
PAL;2017;PA17B;1004;GSCT17B1004;PCT27:0:0:3>1398-M;S02;1398;3;E;90;140.2;853.4666163;15.7;PCT27
PAL;2017;PA17B;1005;GSCT17B1005;PCT27:0:0:3>1316-M;S02;1316;3;E;89;140.6;788.0373721;15.2;PCT27
PAL;2017;PA17B;1006;GSCT17B1006;PCT27:0:0:3>2498-M;S02;2498;3;E;88;141.2;1056.417442;21.7;PCT27
PAL;2017;PA17B;1007;GSCT17B1007;PCT27:0:0:3>1773-M;S02;1773;3;E;89;150.6;330.1030465;na;PCT27
PAL;2017;PA17B;1008;GSCT17B1008;PCT27:0:0:3>2438-M;S02;2438;3;E;90;126.6;797.6923605;15.4;PCT27
PAL;2017;PA17B;1009;GSCT17B1009;PCT27:0:0:3>2071-M;S02;2071;3;E;88;128.6;739.4028953;15.4;PCT27
PAL;2017;PA17B;1010;GSCT17B1010;PCT27:0:0:3>1125-M;S02;1125;3;E;88;128.6;824.7460465;17.2;TC
PAL;2017;PA17B;1011;GSCT17B1011;PCT27:0:0:3>1217-M;S02;1217;3;E;92;135.4;689.5154651;16.8;TC
PAL;2017;PA17B;1012;GSCT17B1012;PCT27:0:0:3>1265-M;S02;1265;3;E;94;134.8;867.5844186;17.3;PCT27
PAL;2017;PA17B;1013;GSCT17B1013;L23;LINE;L23;3;E;84;111.8;133.6186047;18;SC
PAL;2017;PA17B;1014;GSCT17B1014;PCT27:0:0:3>1519-M;S02;1519;3;E;88;139;1043.383605;16.5;PCT27
PAL;2017;PA17B;1015;GSCT17B1015;PCT27:0:0:3>1009-M;S02;1009;3;E;88;128;795.5154419;16.8;PCT27
PAL;2017;PA17B;1016;GSCT17B1016;PCT27:0:0:3>1360-M;S02;1360;3;E;85;125.2;702.9334884;19.8;PCT27
PAL;2017;PA17B;1017;GSCT17B1017;PCT27:0:0:3>1451-M;S02;1451;3;E;90;133.4;625.7527326;18.4;PCT27
PAL;2017;PA17B;1018;GSCT17B1018;PCT27:0:0:3>1171-M;S02;1171;3;E;90;134;616.8355233;18.1;PCT27
PAL;2017;PA17B;1019;GSCT17B1019;PCT27:0:0:3>1629-M;S02;1629;3;E;89;147;777.035814;15.2;PCT27
PAL;2017;PA17B;1020;GSCT17B1020;PCT27:0:0:3>1763-M;S02;1763;3;E;89;116;518.6210233;16.8;PCT27
PAL;2017;PA17B;1021;GSCT17B1021;PCT27:0:0:3>1937-M;S02;1937;3;E;88;118;566.0065814;13.1;PCT27
PAL;2017;PA17B;1022;GSCT17B1022;PCT27:0:0:3>1076-M;S02;1076;3;E;87;125;472.6678605;20.8;TC
PAL;2017;PA17B;1023;GSCT17B1023;PCT27:0:0:3>2186-M;S02;2186;3;E;88;126.2;803.2077209;13.7;PCT27
PAL;2017;PA17B;1024;GSCT17B1024;PCT27:0:0:3>1567-M;S02;1567;3;E;80;103;442.8132907;16.4;PCT27
PAL;2017;PA17B;1025;GSCT17B1025;PCT27:0:0:3>2101-M;S02;2101;3;E;89;125.6;727.6290698;15.6;PCT27
PAL;2017;PA17B;1026;GSCT17B1026;PCT27:0:0:3>1184-M;S02;1184;3;E;89;128;683.8813953;14.4;PCT27
PAL;2017;PA17B;1027;GSCT17B1027;PCT27:0:0:3>1132-M;S02;1132;3;E;90;129.8;315.725;17.8;PCT27
PAL;2017;PA17B;1028;GSCT17B1028;PCT27:0:0:3>1523-M;S02;1523;3;E;89;131.8;552.8469767;13.6;PCT27
PAL;2017;PA17B;1029;GSCT17B1029;PCT27:0:0:3>1084-M;S02;1084;3;E;88;na;237.483314;15.3;TC
PAL;2017;PA17B;1030;GSCT17B1030;PCT27:0:0:3>2207-M;S02;2207;3;E;89;128.4;na;16.5;PCT27
PAL;2017;PA17B;1031;GSCT17B1031;PCT27:0:0:3>1481-M;S02;1481;3;E;92;154.2;780.7271744;14;TC
PAL;2017;PA17B;1032;GSCT17B1032;PCT27:0:0:3>1593-M;S02;1593;3;E;92;155.4;838.3348605;15.1;PCT27
PAL;2017;PA17B;1033;GSCT17B1033;PCT27:0:0:3>1678-M;S02;1678;3;E;85;na;501.8646047;15.7;PCT27
PAL;2017;PA17B;1034;GSCT17B1034;PCT27:0:0:3>1275-M;S02;1275;3;E;88;142;846.84;18.5;TC
PAL;2017;PA17B;1035;GSCT17B1035;PCT27:0:0:3>1017-M;S02;1017;3;E;88;139;762.2523256;15.4;PCT27
PAL;2017;PA17B;1036;GSCT17B1036;PCT27:0:0:3>2553-M;S02;2553;3;E;87;133.4;685.4741744;12.6;PCT27
PAL;2017;PA17B;1037;GSCT17B1037;PCT27:0:0:3>1364-M;S02;1364;3;E;88;133.6;736.4318837;14.1;PCT27
PAL;2017;PA17B;1038;GSCT17B1038;IR64;LINE;IR64;3;E;88;92.8;1193.586802;13.4;SC
PAL;2017;PA17B;1039;GSCT17B1039;PCT27:0:0:3>1175-M;S02;1175;3;E;88;128.6;931.435186;13.7;TC
PAL;2017;PA17B;1040;GSCT17B1040;PCT27:0:0:3>1416-M;S02;1416;3;E;87;127.6;449.6090698;16.8;TC
PAL;2017;PA17B;1041;GSCT17B1041;PCT27:0:0:3>2452-M;S02;2452;3;E;88;129.8;549.1238605;14.9;PCT27
PAL;2017;PA17B;1042;GSCT17B1042;PCT27:0:0:3>2379-M;S02;2379;3;E;88;130.8;629.6186512;11.6;PCT27
PAL;2017;PA17B;1043;GSCT17B1043;PCT27:0:0:3>1644-M;S02;1644;3;E;87;139.2;740.8251395;14.6;PCT27
PAL;2017;PA17B;1044;GSCT17B1044;PCT27:0:0:3>2267-M;S02;2267;3;E;87;128.4;967.131814;12;PCT27
PAL;2017;PA17B;1045;GSCT17B1045;PCT27:0:0:3>1785-M;S02;1785;3;E;88;122.4;403.8383721;11.1;PCT27
PAL;2017;PA17B;1046;GSCT17B1046;PCT27:0:0:3>2119-M;S02;2119;3;E;88;120;735.4639884;14.5;PCT27
PAL;2017;PA17B;1047;GSCT17B1047;PCT27:0:0:3>1858-M;S02;1858;3;E;88;120.6;448.4682326;15.5;PCT27
PAL;2017;PA17B;1048;GSCT17B1048;PCT27:0:0:3>1321-M;S02;1321;3;E;88;115.4;709.505186;15.2;PCT27
PAL;2017;PA17B;1049;GSCT17B1049;PCT27:0:0:3>1940-M;S02;1940;3;E;87;125;694.7906977;13.7;PCT27
PAL;2017;PA17B;1050;GSCT17B1050;PCT27:0:0:3>2075-M;S02;2075;3;E;85;118.8;414.9169767;15.5;PCT27
PAL;2017;PA17B;1051;GSCT17B1051;PCT27:0:0:3>1671-M;S02;1671;3;F;90;128.6;725.7351628;12.5;PCT27
PAL;2017;PA17B;1052;GSCT17B1052;PCT27:0:0:3>1385-M;S02;1385;3;F;90;139.6;558.705814;15;TC
PAL;2017;PA17B;1053;GSCT17B1053;PCT27:0:0:3>1512-M;S02;1512;3;F;88;137.6;625.5649186;15.8;PCT27
PAL;2017;PA17B;1054;GSCT17B1054;PCT27:0:0:3>1715-M;S02;1715;3;F;88;144;668.0251744;18.8;PCT27
