Genotype,FL,PH,YLD,ZN
1006,-1.15237378917237,-4.71915393124347,-14.9100977388482,1.82433688131898
1008,0.542249761200597,0.0811484926181674,-22.9657385791472,2.05480974872201
1009,3.31833039899387,-1.97916582440477,-1.13726884739552,0.0838830462046818
1012,4.3421514727773,3.14164745391886,-34.6577215298386,-0.354981940425219
1022,2.15955570610101,-6.99844723256037,4.56222713593528,-0.482131411582324
1023,-0.527317962242274,6.03242403839144,2.12286647344347,0.00626860595677121
1031,2.04538793888138,-1.90495894062338,-13.9198176409264,-0.889544920100824
1033,5.15138266977161,0.511226871052827,-44.7619044634496,-0.398819943652571
1037,-0.4016360245997,0.176339533592849,-11.8233901851364,-0.715818166245625
1039,-0.537355380396872,1.01350725790388,-56.5802790169815,1.18948341812357
1044,1.92254080048775,8.17500385353472,74.5814366705402,-0.431485243574328
1045,-5.43933209435703,0.167963580807238,38.8842522648846,1.31068167582111
1046,0.845683785598504,0.933949940787711,8.54935708934075,1.30313750185698
1050,3.35323843911241,-7.10649988220131,-65.1258405763633,0.479403525600895
1052,-7.68227154615583,-3.28911477349019,-28.7763631878449,0.20359908756568
1055,-0.222576870802228,7.25306294782073,3.79790533400723,-0.695056423700238
1056,4.08257813404186,7.84647542574631,-30.7188750243229,2.17855944947892
1067,-4.38404626047696,8.01464670547148,-25.6923408266851,0.638303674011333
1070,-4.69562410718225,-2.81646396052464,17.9947920087801,1.45300033898
1076,-1.39871878592214,5.21157963355428,-31.3415847511634,0.0218539897208364
1082,1.28923331630775,6.65465296699945,-23.6160825794968,-1.55264949408855
1084,-0.338369503088482,-4.32057329864473,-35.4327487798783,-0.422798537682348
1086,-6.91704183732207,2.1742703350478,6.05411398647186,0.201175778781231
1087,-1.30517374339441,3.73464088143712,1.78622942252441,4.55766506588534
1091,-3.65315306815027,4.24780930859671,17.1211938398285,0.04455107403347
1093,0.83894199297212,3.81440169393443,-26.3039574338184,-1.86805376660671
1096,1.36441661931394,3.36579075732466,-19.224644842265,-0.460608677869122
1099,-5.57222654886885,-2.48437638888969,30.449070693748,-0.459037323754492
1104,-1.13903047753677,-3.0050117222814,-11.677525602989,1.05840229815227
1106,1.76253278942314,-5.23777077088942,-16.77128652596,-0.336622706712804
1109,-0.913639731738209,-6.85539439590274,-0.689157388526219,0.860343832188427
1110,-4.97555941665492,-3.80135862705579,-34.2500539228049,0.682249500775298
1115,1.65614958210668,6.31799793862517,7.82405206565759,-0.904819404158705
1117,-2.31981696104984,-3.8432745125704,8.34684107281581,1.35753835698131
1118,2.24610845799628,-3.09719388132455,-1.55615146973369,2.27474371610598
1120,2.9971788802282,2.50797269930526,-52.8314442633931,-0.0652416150960329
1123,-5.4297074285576,-0.753421521321454,59.7809683321535,-2.02342219042132
1125,0.856701861740538,1.29456341559907,-2.77978991388521,0.519563653770563
1128,1.3284098943483,-3.8605108346408,17.3829397588067,0.256490531187871
1131,-2.51775350988124,5.86015023746169,75.5219166428296,-0.392762871168401
1132,-3.21794359804535,-1.23783594256774,-35.0151017437416,1.29951856482348
1134,4.51104425277073,5.03874613513725,-51.7934752100986,0.115787307084841
1137,2.10543298967895,-0.0792903148612616,5.98298394769106,1.21440115109336
1138,-0.899205199808574,-3.49035642580506,-26.2464604216143,-2.06964022511405
1144,3.7176546963624,-1.20735986017501,-51.455228875704,2.59491210204173
1145,3.46052148525071,-1.94361228088927,-11.9148635606871,3.23983749603187
1148,2.23724552641713,-2.28360355299328,-9.79831674980522,1.25921056904554
1150,0.565151578381301,-2.09474210586569,-39.3030652775299,-3.07277278153584
1152,1.06108213569645,1.70169164201247,-25.7098096048531,-2.3514881857185
1155,1.41247862903421,-1.87616180359395,-59.0815575421769,0.376485568238115
1164,3.54651831705451,-5.2029195102997,-1.61784336660067,1.09447665833539
1166,4.30339493086153,-6.43055509712104,10.0166115585151,-1.19769192733183
1167,2.18201121811503,-2.89986823675131,-10.4377164819031,0.0959136023980786
1171,3.34515198461075,6.02587403047173,-21.7637448713048,1.18144952177066
1173,1.6534052870636,-1.00271332585312,-4.50988215462487,-0.172725391222734
1174,0.704059955312087,1.12981181033758,-50.9854434265808,0.618882497570034
1175,2.3855182637805,-7.37535545401006,-23.5362788306313,0.142039533525709
1183,-1.833403165956,-0.158970870763558,-8.71341449856643,-0.336948752511527
1184,1.99512661037472,-2.96299927287874,8.25217343935785,-0.269482643860059
1190,0.999364858355993,-6.18374667147159,-25.3861807156068,-1.60462467876412
1191,-3.69690856395584,-2.50943698081464,-22.2271927106655,-0.968291474033717
1199,1.57629260557382,-3.40882019158292,29.7735509804242,-1.32349413529638
1200,0.455365155321647,-5.99756868651071,8.92264183216179,-1.91862822786473
1202,0.651004759483492,-7.6450660240406,-9.3982898740253,1.43779353619629
1203,-1.81928308676786,0.582614652880461,21.800057360633,0.646878635885775
1204,-0.547923000483817,-2.0156406734246,-1.37821923420177,-1.3115981832187
1206,0.197805818076715,-7.16405357878732,-39.2718645628565,2.98807251484196
1208,3.3054515985,-0.653912839858467,-19.4442181893181,-0.672549417961876
1210,1.16421090509529,-3.10792224816363,18.6731483564921,1.36897032915459
1213,1.08868459135076,-6.16418075979991,-6.45824668442328,-0.622574140924276
1214,-2.10334416131774,-5.98607394855907,40.2540797817506,-0.049490385695818
1217,-1.42497428877602,0.967846912593076,-26.9731350355921,-0.823372301159062
1218,2.67825310674517,4.38338839340456,20.318372148406,0.898134731458852
1228,2.91086555775699,-6.43219019445612,-17.2238371325898,-0.17703149047451
1230,1.23490279896524,-3.14721665680525,3.85049353634003,-1.57921146886163
1232,-3.81259357418381,-4.03099794755077,40.912218018946,-0.132082383535517
1234,2.01891215962376,-1.5142538071663,-5.25692740160528,-2.08065911998105
1240,-3.92980455226976,-1.5772923213723,-5.21997411902498,0.211843846719165
1246,-0.96767397984466,-6.71590896170032,5.46767018778327,-2.53966233485974
1248,2.27285769670735,-0.941237264132267,16.5751738434854,0.583219153972907
1249,-2.77333340300025,-3.68437539844826,49.999560021914,-1.21893752163578
1250,-0.263116170276251,-2.82068553941223,30.2493809502104,-1.0500587714247
1258,-2.2984173848136,2.94905133683862,-14.5752463498254,1.5501381319238
1263,3.00847853451778,7.04393282529187,-9.79553259398765,1.17112867428294
1270,1.77267389294589,3.24520487941759,-3.81122800984703,1.72514370075378
1273,2.60019179638022,3.51495436683736,18.4562740482309,1.08167149601492
1275,1.02705174434014,3.89039326810799,-30.7745721032283,1.26999853239643
1282,-4.54546267881989,-2.76428624726298,17.1157517799923,0.150879301370489
1289,1.76894899810794,-0.93306687096604,-22.2490442642752,-1.33451223441341
1290,-0.773048514270308,-1.40054166648728,17.8073325840387,1.55656353794246
1291,1.93705166757617,4.08799903958162,-5.61898904739261,-0.299668171444144
1297,1.16405190396601,-4.54030126050458,-29.0614305769855,0.598383356958964
1303,1.84830053811887,2.93931256923762,9.55841554582637,0.247457358640549
1304,-5.5909356138424,2.97658456131137,-19.7707121581417,0.156862810431794
1305,2.33902890056556,-5.18776459306962,-50.4589674522488,-2.36148030452248
1312,1.00449226220608,0.745050829301528,17.8347589375073,-0.0219201906008366
1313,1.9697795434133,2.96985174001544,43.9515448746943,-1.06804564033998
1316,-4.93104345955944,-0.767236435280784,41.2317707125628,-1.07856134622399
1317,-4.30541402400454,-6.34760750368098,1.54426417830365,0.611291062680195
1321,0.228807373705845,1.44680782576024,-26.3791434808414,-1.21471418991552
1324,3.66590296134161,6.56459429650783,21.4145053853613,1.21667210680274
1331,1.2196911029991,2.76398216775389,-20.4978117286463,-0.716063944635495
1333,-6.21801898950665,-7.46115274215012,20.372711334858,2.05684745459832
1336,0.206011597686651,3.10957661327338,14.3580418573159,-1.63116666949655
1341,-3.38772562464291,-3.9279926295812,33.3229567499046,-0.434226982355429
1344,1.70694436230877,-1.42628236583797,-50.8823891950404,0.0572625674425067
1353,-0.652779645966585,1.75348246893549,37.5112787690434,-1.62987283364677
1360,-3.56692962103649,-3.56276084742115,40.6266304557223,-0.00344566736871699
1362,4.23787114571973,-8.80018351962259,-106.774272001898,0.0979839063630146
1363,1.02949955255499,5.43382638967167,29.7706590755439,1.00024481348327
1364,-0.259821708535801,11.8398798214857,5.22458651779492,-0.144770991096848
1366,-0.0273220315462138,-2.60062992039307,-11.6393061641984,0.26599787760238
1377,-1.01073675506982,4.21242672255471,-21.2244454615799,-1.3555187374213
1378,-1.12304623890884,6.40997584852629,38.0010964974621,-0.0703512317198624
1382,1.95916987637429,7.11358515081498,13.2114323829658,-0.067995279132821
1384,-1.20023965004658,3.20268586606945,26.4820587153451,-0.165905443218957
1385,-0.483900862350088,-1.04758284369817,63.7001483441664,0.459848308136923
1387,-2.05761447380541,-2.08101163503347,-0.0289099550230684,0.202814997578657
1389,-0.674012610067214,3.86935250225677,-46.7789370884553,-0.244106209137556
